TIMESTAMP,BVP,ACC_X,ACC_Y,ACC_Z,TEMP,EDA,HR,IBI,Sleep_Stage,Obstructive_Apnea,Central_Apnea,Hypopnea,Multiple_Events
0.000000,0.0358,0.1094,0.1300,1.0000,33.100,0.23500,72.15,0.8420,W,0,0,0,0
0.015625,0.0563,0.1102,0.1300,1.0004,33.100,0.23513,72.18,0.8420,W,0,0,0,0
0.031250,0.0762,0.1111,0.1300,1.0008,33.100,0.23526,72.20,0.8420,W,0,0,0,0
0.046875,0.0952,0.1119,0.1300,1.0013,33.100,0.23539,72.23,0.8420,W,0,0,0,0
0.062500,0.1129,0.1127,0.1299,1.0017,33.100,0.23553,72.26,0.8420,W,0,0,0,0
0.078125,0.1293,0.1135,0.1299,1.0021,33.100,0.23566,72.28,0.8420,W,0,0,0,0
0.093750,0.1440,0.1143,0.1298,1.0024,33.100,0.23579,72.31,0.8419,W,0,0,0,0
0.109375,0.1570,0.1150,0.1298,1.0028,33.100,0.23592,72.34,0.8419,W,0,0,0,0
0.125000,0.1681,0.1158,0.1297,1.0031,33.100,0.23605,72.37,0.8419,W,0,0,0,0
0.140625,0.1772,0.1165,0.1296,1.0035,33.100,0.23618,72.39,0.8418,W,0,0,0,0
0.156250,0.1840,0.1172,0.1295,1.0038,33.100,0.23630,72.42,0.8418,W,0,0,0,0
0.171875,0.1887,0.1179,0.1294,1.0040,33.100,0.23643,72.44,0.8418,W,0,0,0,0
0.187500,0.1910,0.1186,0.1293,1.0043,33.100,0.23656,72.47,0.8417,W,0,0,0,0
0.203125,0.1911,0.1193,0.1291,1.0045,33.100,0.23669,72.50,0.8417,W,0,0,0,0
0.218750,0.1889,0.1199,0.1290,1.0047,33.100,0.23681,72.52,0.8416,W,0,0,0,0
0.234375,0.1844,0.1206,0.1289,1.0049,33.100,0.23694,72.55,0.8416,W,0,0,0,0
0.250000,0.1777,0.1212,0.1287,1.0050,33.100,0.23706,72.57,0.8415,W,0,0,0,0
0.265625,0.1690,0.1218,0.1285,1.0052,33.100,0.23719,72.60,0.8415,W,0,0,0,0
0.281250,0.1582,0.1224,0.1284,1.0052,33.100,0.23731,72.62,0.8414,W,0,0,0,0
0.296875,0.1457,0.1229,0.1282,1.0053,33.100,0.23743,72.65,0.8413,W,0,0,0,0
0.312500,0.1315,0.1235,0.1280,1.0053,33.100,0.23755,72.67,0.8413,W,0,0,0,0
0.328125,0.1159,0.1240,0.1278,1.0053,33.100,0.23767,72.70,0.8412,W,0,0,0,0
0.343750,0.0989,0.1245,0.1276,1.0053,33.100,0.23779,72.72,0.8411,W,0,0,0,0
0.359375,0.0810,0.1250,0.1273,1.0053,33.100,0.23790,72.75,0.8410,W,0,0,0,0
0.375000,0.0623,0.1255,0.1271,1.0052,33.100,0.23802,72.77,0.8409,W,0,0,0,0
0.390625,0.0430,0.1260,0.1268,1.0051,33.100,0.23813,72.79,0.8408,W,0,0,0,0
0.406250,0.0235,0.1264,0.1266,1.0050,33.100,0.23824,72.82,0.8408,W,0,0,0,0
0.421875,0.0039,0.1269,0.1263,1.0049,33.100,0.23836,72.84,0.8407,W,0,0,0,0
0.437500,-0.0155,0.1273,0.1260,1.0047,33.100,0.23846,72.86,0.8406,W,0,0,0,0
0.453125,-0.0344,0.1277,0.1258,1.0046,33.100,0.23857,72.88,0.8405,W,0,0,0,0
0.468750,-0.0525,0.1280,0.1255,1.0044,33.101,0.23868,72.91,0.8403,W,0,0,0,0
0.484375,-0.0697,0.1284,0.1252,1.0042,33.101,0.23878,72.93,0.8402,W,0,0,0,0
0.500000,-0.0857,0.1287,0.1248,1.0041,33.101,0.23889,72.95,0.8401,W,0,0,0,0
0.515625,-0.1002,0.1290,0.1245,1.0039,33.101,0.23899,72.97,0.8400,W,0,0,0,0
0.531250,-0.1132,0.1293,0.1242,1.0037,33.101,0.23909,72.99,0.8399,W,0,0,0,0
0.546875,-0.1244,0.1296,0.1238,1.0036,33.101,0.23918,73.01,0.8398,W,0,0,0,0
0.562500,-0.1337,0.1298,0.1235,1.0034,33.101,0.23928,73.03,0.8396,W,0,0,0,0
0.578125,-0.1409,0.1301,0.1231,1.0033,33.101,0.23937,73.05,0.8395,W,0,0,0,0
0.593750,-0.1460,0.1303,0.1227,1.0032,33.101,0.23946,73.07,0.8394,W,0,0,0,0
0.609375,-0.1489,0.1305,0.1224,1.0031,33.101,0.23955,73.08,0.8393,W,0,0,0,0
0.625000,-0.1495,0.1307,0.1220,1.0030,33.101,0.23964,73.10,0.8391,W,0,0,0,0
0.640625,-0.1479,0.1308,0.1216,1.0029,33.101,0.23972,73.12,0.8390,W,0,0,0,0
0.656250,-0.1440,0.1310,0.1212,1.0028,33.101,0.23981,73.14,0.8388,W,0,0,0,0
0.671875,-0.1378,0.1311,0.1207,1.0028,33.101,0.23989,73.15,0.8387,W,0,0,0,0
0.687500,-0.1296,0.1312,0.1203,1.0028,33.101,0.23997,73.17,0.8385,W,0,0,0,0
0.703125,-0.1193,0.1313,0.1199,1.0029,33.101,0.24004,73.18,0.8384,W,0,0,0,0
0.718750,-0.1071,0.1314,0.1194,1.0029,33.101,0.24012,73.20,0.8382,W,0,0,0,0
0.734375,-0.0931,0.1314,0.1190,1.0030,33.101,0.24019,73.21,0.8381,W,0,0,0,0
0.750000,-0.0776,0.1314,0.1185,1.0031,33.101,0.24026,73.23,0.8379,W,0,0,0,0
0.765625,-0.0606,0.1314,0.1180,1.0032,33.101,0.24032,73.24,0.8378,W,0,0,0,0
0.781250,-0.0425,0.1314,0.1175,1.0034,33.101,0.24039,73.25,0.8376,W,0,0,0,0
0.796875,-0.0234,0.1314,0.1170,1.0036,33.101,0.24045,73.27,0.8374,W,0,0,0,0
0.812500,-0.0036,0.1314,0.1165,1.0038,33.101,0.24051,73.28,0.8373,W,0,0,0,0
0.828125,0.0166,0.1313,0.1160,1.0041,33.101,0.24056,73.29,0.8371,W,0,0,0,0
0.843750,0.0371,0.1312,0.1155,1.0044,33.101,0.24062,73.30,0.8369,W,0,0,0,0
0.859375,0.0575,0.1311,0.1149,1.0047,33.101,0.24067,73.31,0.8368,W,0,0,0,0
0.875000,0.0776,0.1310,0.1144,1.0050,33.101,0.24072,73.32,0.8366,W,0,0,0,0
0.890625,0.0971,0.1309,0.1139,1.0053,33.101,0.24077,73.33,0.8364,W,0,0,0,0
0.906250,0.1158,0.1307,0.1133,1.0057,33.101,0.24081,73.34,0.8362,W,0,0,0,0
0.921875,0.1335,0.1306,0.1127,1.0061,33.101,0.24085,73.35,0.8360,W,0,0,0,0
0.937500,0.1499,0.1304,0.1122,1.0065,33.101,0.24089,73.36,0.8359,W,0,0,0,0
0.953125,0.1648,0.1302,0.1116,1.0069,33.101,0.24092,73.36,0.8357,W,0,0,0,0
0.968750,0.1781,0.1300,0.1110,1.0073,33.101,0.24096,73.37,0.8355,W,0,0,0,0
0.984375,0.1895,0.1297,0.1104,1.0077,33.101,0.24099,73.37,0.8353,W,0,0,0,0
1.000000,0.1989,0.1295,0.1098,1.0081,33.101,0.24102,73.38,0.8351,W,0,0,0,0
1.015625,0.2063,0.1292,0.1091,1.0085,33.101,0.24104,73.39,0.8349,W,0,0,0,0
1.031250,0.2114,0.1289,0.1085,1.0089,33.101,0.24106,73.39,0.8347,W,0,0,0,0
1.046875,0.2143,0.1286,0.1079,1.0094,33.101,0.24108,73.39,0.8345,W,0,0,0,0
1.062500,0.2149,0.1283,0.1072,1.0098,33.101,0.24110,73.40,0.8343,W,0,0,0,0
1.078125,0.2131,0.1280,0.1066,1.0101,33.101,0.24111,73.40,0.8341,W,0,0,0,0
1.093750,0.2091,0.1276,0.1059,1.0105,33.101,0.24112,73.40,0.8339,W,0,0,0,0
1.109375,0.2029,0.1273,0.1052,1.0109,33.101,0.24113,73.40,0.8337,W,0,0,0,0
