TIMESTAMP,BVP,ACC_X,ACC_Y,ACC_Z,TEMP,EDA,HR,IBI,Sleep_Stage,Obstructive_Apnea,Central_Apnea,Hypopnea,Multiple_Events
0.000000,0.0701,0.1182,0.1300,1.0000,33.100,0.23500,72.30,0.8420,W,0,0,0,0
0.015625,0.0893,0.1177,0.1300,1.0004,33.100,0.23513,72.33,0.8420,W,0,0,0,0
0.031250,0.1073,0.1172,0.1300,1.0008,33.100,0.23526,72.35,0.8420,W,0,0,0,0
0.046875,0.1240,0.1167,0.1300,1.0013,33.100,0.23539,72.38,0.8420,W,0,0,0,0
0.062500,0.1392,0.1161,0.1299,1.0017,33.100,0.23553,72.41,0.8420,W,0,0,0,0
0.078125,0.1526,0.1156,0.1299,1.0021,33.100,0.23566,72.43,0.8420,W,0,0,0,0
0.093750,0.1641,0.1150,0.1298,1.0024,33.100,0.23579,72.46,0.8419,W,0,0,0,0
0.109375,0.1737,0.1144,0.1298,1.0028,33.100,0.23592,72.49,0.8419,W,0,0,0,0
0.125000,0.1810,0.1138,0.1297,1.0031,33.100,0.23605,72.52,0.8419,W,0,0,0,0
0.140625,0.1862,0.1132,0.1296,1.0035,33.100,0.23618,72.54,0.8418,W,0,0,0,0
0.156250,0.1891,0.1126,0.1295,1.0038,33.100,0.23630,72.57,0.8418,W,0,0,0,0
0.171875,0.1897,0.1119,0.1294,1.0040,33.100,0.23643,72.59,0.8418,W,0,0,0,0
0.187500,0.1880,0.1113,0.1293,1.0043,33.100,0.23656,72.62,0.8417,W,0,0,0,0
0.203125,0.1841,0.1106,0.1291,1.0045,33.100,0.23669,72.65,0.8417,W,0,0,0,0
0.218750,0.1779,0.1099,0.1290,1.0047,33.100,0.23681,72.67,0.8416,W,0,0,0,0
0.234375,0.1696,0.1092,0.1289,1.0049,33.100,0.23694,72.70,0.8416,W,0,0,0,0
0.250000,0.1594,0.1085,0.1287,1.0050,33.100,0.23706,72.72,0.8415,W,0,0,0,0
0.265625,0.1473,0.1078,0.1285,1.0052,33.100,0.23719,72.75,0.8415,W,0,0,0,0
0.281250,0.1335,0.1070,0.1284,1.0052,33.100,0.23731,72.77,0.8414,W,0,0,0,0
0.296875,0.1181,0.1062,0.1282,1.0053,33.100,0.23743,72.80,0.8413,W,0,0,0,0
0.312500,0.1015,0.1055,0.1280,1.0053,33.100,0.23755,72.82,0.8413,W,0,0,0,0
0.328125,0.0838,0.1047,0.1278,1.0053,33.100,0.23767,72.85,0.8412,W,0,0,0,0
0.343750,0.0653,0.1038,0.1276,1.0053,33.100,0.23779,72.87,0.8411,W,0,0,0,0
0.359375,0.0461,0.1030,0.1273,1.0053,33.100,0.23790,72.90,0.8410,W,0,0,0,0
0.375000,0.0267,0.1022,0.1271,1.0052,33.100,0.23802,72.92,0.8409,W,0,0,0,0
0.390625,0.0071,0.1013,0.1268,1.0051,33.100,0.23813,72.94,0.8408,W,0,0,0,0
0.406250,-0.0123,0.1004,0.1266,1.0050,33.100,0.23824,72.97,0.8408,W,0,0,0,0
0.421875,-0.0313,0.0996,0.1263,1.0049,33.100,0.23836,72.99,0.8407,W,0,0,0,0
0.437500,-0.0496,0.0987,0.1260,1.0047,33.100,0.23846,73.01,0.8406,W,0,0,0,0
0.453125,-0.0670,0.0977,0.1258,1.0046,33.100,0.23857,73.03,0.8405,W,0,0,0,0
0.468750,-0.0832,0.0968,0.1255,1.0044,33.101,0.23868,73.06,0.8403,W,0,0,0,0
0.484375,-0.0981,0.0958,0.1252,1.0042,33.101,0.23878,73.08,0.8402,W,0,0,0,0
