TIMESTAMP,BVP,ACC_X,ACC_Y,ACC_Z,TEMP,EDA,HR,IBI,Sleep_Stage,Obstructive_Apnea,Central_Apnea,Hypopnea,Multiple_Events
0.000000,0.1016,0.0183,0.1300,1.0000,33.100,0.23500,72.45,0.8420,W,0,0,0,0
0.015625,0.1187,0.0170,0.1300,1.0004,33.100,0.23513,72.48,0.8420,W,0,0,0,0
0.031250,0.1342,0.0157,0.1300,1.0008,33.100,0.23526,72.50,0.8420,W,0,0,0,0
0.046875,0.1480,0.0144,0.1300,1.0013,33.100,0.23539,72.53,0.8420,W,0,0,0,0
0.062500,0.1600,0.0131,0.1299,1.0017,33.100,0.23553,72.56,0.8420,W,0,0,0,0
0.078125,0.1700,0.0118,0.1299,1.0021,33.100,0.23566,72.58,0.8420,W,0,0,0,0
0.093750,0.1779,0.0105,0.1298,1.0024,33.100,0.23579,72.61,0.8419,W,0,0,0,0
0.109375,0.1836,0.0092,0.1298,1.0028,33.100,0.23592,72.64,0.8419,W,0,0,0,0
0.125000,0.1870,0.0079,0.1297,1.0031,33.100,0.23605,72.67,0.8419,W,0,0,0,0
0.140625,0.1882,0.0066,0.1296,1.0035,33.100,0.23618,72.69,0.8418,W,0,0,0,0
0.156250,0.1870,0.0053,0.1295,1.0038,33.100,0.23630,72.72,0.8418,W,0,0,0,0
0.171875,0.1836,0.0039,0.1294,1.0040,33.100,0.23643,72.74,0.8418,W,0,0,0,0
0.187500,0.1780,0.0026,0.1293,1.0043,33.100,0.23656,72.77,0.8417,W,0,0,0,0
0.203125,0.1702,0.0013,0.1291,1.0045,33.100,0.23669,72.80,0.8417,W,0,0,0,0
0.218750,0.1604,-0.0000,0.1290,1.0047,33.100,0.23681,72.82,0.8416,W,0,0,0,0
0.234375,0.1487,-0.0014,0.1289,1.0049,33.100,0.23694,72.85,0.8416,W,0,0,0,0
0.250000,0.1353,-0.0027,0.1287,1.0050,33.100,0.23706,72.87,0.8415,W,0,0,0,0
0.265625,0.1203,-0.0041,0.1285,1.0052,33.100,0.23719,72.90,0.8415,W,0,0,0,0
0.281250,0.1040,-0.0054,0.1284,1.0052,33.100,0.23731,72.92,0.8414,W,0,0,0,0
0.296875,0.0865,-0.0067,0.1282,1.0053,33.100,0.23743,72.95,0.8413,W,0,0,0,0
0.312500,0.0682,-0.0081,0.1280,1.0053,33.100,0.23755,72.97,0.8413,W,0,0,0,0
0.328125,0.0492,-0.0094,0.1278,1.0053,33.100,0.23767,73.00,0.8412,W,0,0,0,0
0.343750,0.0298,-0.0108,0.1276,1.0053,33.100,0.23779,73.02,0.8411,W,0,0,0,0
0.359375,0.0102,-0.0121,0.1273,1.0053,33.100,0.23790,73.05,0.8410,W,0,0,0,0
0.375000,-0.0092,-0.0135,0.1271,1.0052,33.100,0.23802,73.07,0.8409,W,0,0,0,0
0.390625,-0.0283,-0.0148,0.1268,1.0051,33.100,0.23813,73.09,0.8408,W,0,0,0,0
0.406250,-0.0467,-0.0162,0.1266,1.0050,33.100,0.23824,73.12,0.8408,W,0,0,0,0
0.421875,-0.0643,-0.0175,0.1263,1.0049,33.100,0.23836,73.14,0.8407,W,0,0,0,0
0.437500,-0.0808,-0.0189,0.1260,1.0047,33.100,0.23846,73.16,0.8406,W,0,0,0,0
0.453125,-0.0960,-0.0203,0.1258,1.0046,33.100,0.23857,73.18,0.8405,W,0,0,0,0
0.468750,-0.1096,-0.0216,0.1255,1.0044,33.101,0.23868,73.21,0.8403,W,0,0,0,0
0.484375,-0.1216,-0.0230,0.1252,1.0042,33.101,0.23878,73.23,0.8402,W,0,0,0,0
0.500000,-0.1317,-0.0243,0.1248,1.0041,33.101,0.23889,73.25,0.8401,W,0,0,0,0
0.515625,-0.1398,-0.0257,0.1245,1.0039,33.101,0.23899,73.27,0.8400,W,0,0,0,0
0.531250,-0.1458,-0.0271,0.1242,1.0037,33.101,0.23909,73.29,0.8399,W,0,0,0,0
0.546875,-0.1497,-0.0284,0.1238,1.0036,33.101,0.23918,73.31,0.8398,W,0,0,0,0
0.562500,-0.1513,-0.0298,0.1235,1.0034,33.101,0.23928,73.33,0.8396,W,0,0,0,0
0.578125,-0.1506,-0.0312,0.1231,1.0033,33.101,0.23937,73.35,0.8395,W,0,0,0,0
0.593750,-0.1476,-0.0326,0.1227,1.0032,33.101,0.23946,73.37,0.8394,W,0,0,0,0
0.609375,-0.1424,-0.0339,0.1224,1.0031,33.101,0.23955,73.38,0.8393,W,0,0,0,0
0.625000,-0.1351,-0.0353,0.1220,1.0030,33.101,0.23964,73.40,0.8391,W,0,0,0,0
0.640625,-0.1256,-0.0367,0.1216,1.0029,33.101,0.23972,73.42,0.8390,W,0,0,0,0
0.656250,-0.1142,-0.0380,0.1212,1.0028,33.101,0.23981,73.44,0.8388,W,0,0,0,0
0.671875,-0.1009,-0.0394,0.1207,1.0028,33.101,0.23989,73.45,0.8387,W,0,0,0,0
